Machine Module SVA1032X Plus
Trace Name,Trace A
4.956933e+06,-6.656760e+01
5.023467e+06,-6.492868e+01
5.090000e+06,-6.193136e+01
5.156533e+06,-5.944537e+01
5.223067e+06,-6.326113e+01
5.289600e+06,-6.218338e+01
5.356133e+06,-6.423712e+01
5.422667e+06,-6.171347e+01
5.489200e+06,-6.452683e+01
5.555733e+06,-6.104114e+01
5.622267e+06,-5.856054e+01
5.688800e+06,-6.241577e+01
5.755333e+06,-6.296041e+01
5.821867e+06,-6.206040e+01
5.888400e+06,-6.296603e+01
5.954933e+06,-6.240233e+01
6.021467e+06,-5.887310e+01
6.088000e+06,-5.998804e+01
6.154533e+06,-6.104089e+01
6.221067e+06,-6.073301e+01
6.287600e+06,-6.304240e+01
6.354133e+06,-6.219867e+01
6.420667e+06,-6.043725e+01
6.487200e+06,-6.028308e+01
6.553733e+06,-6.134593e+01
6.620267e+06,-5.956447e+01
6.686800e+06,-5.887016e+01
6.753333e+06,-5.909775e+01
6.819867e+06,-6.072920e+01
6.886400e+06,-6.293382e+01
6.952933e+06,-5.832036e+01
7.019467e+06,-5.939116e+01
7.086000e+06,-5.944924e+01
7.152533e+06,-5.987954e+01
7.219067e+06,-5.796123e+01
7.285600e+06,-5.802004e+01
7.352133e+06,-5.884630e+01
7.418667e+06,-5.996841e+01
7.485200e+06,-5.665277e+01
7.551733e+06,-6.008834e+01
7.618267e+06,-5.866953e+01
7.684800e+06,-5.849896e+01
7.751333e+06,-6.095749e+01
7.817867e+06,-5.880404e+01
7.884400e+06,-5.660242e+01
7.950933e+06,-5.969518e+01
8.017467e+06,-5.928512e+01
8.084000e+06,-6.178873e+01
8.150533e+06,-5.665732e+01
8.217067e+06,-5.810258e+01
8.283600e+06,-5.817393e+01
8.350133e+06,-5.768758e+01
8.416667e+06,-5.835653e+01
8.483200e+06,-5.778806e+01
8.549733e+06,-5.782827e+01
8.616267e+06,-5.807158e+01
8.682800e+06,-5.946018e+01
8.749333e+06,-5.710557e+01
8.815867e+06,-5.727701e+01
8.882400e+06,-5.829302e+01
8.948933e+06,-5.831600e+01
9.015467e+06,-5.690626e+01
9.082000e+06,-5.724223e+01
9.148533e+06,-5.623871e+01
9.215067e+06,-5.549407e+01
9.281600e+06,-5.606251e+01
9.348133e+06,-5.833779e+01
9.414667e+06,-5.762779e+01
9.481200e+06,-5.659353e+01
9.547733e+06,-5.590630e+01
9.614267e+06,-5.489731e+01
9.680800e+06,-5.595356e+01
9.747333e+06,-5.605927e+01
9.813867e+06,-5.568438e+01
9.880400e+06,-5.478422e+01
9.946933e+06,-5.694954e+01
1.001347e+07,-5.758430e+01
1.008000e+07,-5.615206e+01
1.014653e+07,-5.604976e+01
1.021307e+07,-5.676815e+01
1.027960e+07,-5.597668e+01
1.034613e+07,-5.519619e+01
1.041267e+07,-5.817400e+01
1.047920e+07,-5.570586e+01
1.054573e+07,-5.604758e+01
1.061227e+07,-5.754830e+01
1.067880e+07,-5.498687e+01
1.074533e+07,-5.419338e+01
1.081187e+07,-5.611425e+01
1.087840e+07,-5.417693e+01
1.094493e+07,-5.479674e+01
1.101147e+07,-5.533095e+01
1.107800e+07,-5.552838e+01
1.114453e+07,-5.558808e+01
1.121107e+07,-5.624505e+01
1.127760e+07,-5.526102e+01
1.134413e+07,-5.488711e+01
1.141067e+07,-5.423568e+01
1.147720e+07,-5.402012e+01
1.154373e+07,-5.562927e+01
1.161027e+07,-5.559132e+01
1.167680e+07,-5.389564e+01
1.174333e+07,-5.654241e+01
1.180987e+07,-5.521178e+01
1.187640e+07,-5.327587e+01
1.194293e+07,-5.351636e+01
1.200947e+07,-5.363074e+01
1.207600e+07,-5.376843e+01
1.214253e+07,-5.431807e+01
1.220907e+07,-5.364249e+01
1.227560e+07,-5.362075e+01
1.234213e+07,-5.359504e+01
1.240867e+07,-5.304144e+01
1.247520e+07,-5.376667e+01
1.254173e+07,-5.466545e+01
1.260827e+07,-5.313086e+01
1.267480e+07,-5.274034e+01
1.274133e+07,-5.402175e+01
1.280787e+07,-5.232883e+01
1.287440e+07,-5.416264e+01
1.294093e+07,-5.404678e+01
1.300747e+07,-5.270685e+01
1.307400e+07,-5.363591e+01
1.314053e+07,-5.345530e+01
1.320707e+07,-5.367427e+01
1.327360e+07,-5.235096e+01
1.334013e+07,-5.355374e+01
1.340667e+07,-5.350334e+01
1.347320e+07,-5.183669e+01
1.353973e+07,-5.317596e+01
1.360627e+07,-5.339495e+01
1.367280e+07,-5.228680e+01
1.373933e+07,-5.157215e+01
1.380587e+07,-5.247965e+01
1.387240e+07,-5.227881e+01
1.393893e+07,-5.229792e+01
1.400547e+07,-5.180817e+01
1.407200e+07,-5.210512e+01
1.413853e+07,-5.271641e+01
1.420507e+07,-5.315367e+01
1.427160e+07,-5.141398e+01
1.433813e+07,-5.129355e+01
1.440467e+07,-5.362233e+01
1.447120e+07,-5.224164e+01
1.453773e+07,-5.173428e+01
1.460427e+07,-5.199453e+01
1.467080e+07,-5.254681e+01
1.473733e+07,-5.244823e+01
1.480387e+07,-5.168486e+01
1.487040e+07,-5.218838e+01
1.493693e+07,-5.147490e+01
1.500347e+07,-5.255672e+01
1.507000e+07,-5.174370e+01
1.513653e+07,-5.102679e+01
1.520307e+07,-5.074241e+01
1.526960e+07,-5.088476e+01
1.533613e+07,-5.125565e+01
1.540267e+07,-5.098039e+01
1.546920e+07,-5.101915e+01
1.553573e+07,-5.098631e+01
1.560227e+07,-5.061513e+01
1.566880e+07,-5.051361e+01
1.573533e+07,-5.068827e+01
1.580187e+07,-5.030009e+01
1.586840e+07,-5.123550e+01
1.593493e+07,-5.142307e+01
1.600147e+07,-5.122024e+01
1.606800e+07,-5.044386e+01
1.613453e+07,-5.033879e+01
1.620107e+07,-4.998475e+01
1.626760e+07,-5.024305e+01
1.633413e+07,-5.059945e+01
1.640067e+07,-5.032256e+01
1.646720e+07,-4.975833e+01
1.653373e+07,-5.020854e+01
1.660027e+07,-4.955020e+01
1.666680e+07,-4.990881e+01
1.673333e+07,-5.008047e+01
1.679987e+07,-5.003042e+01
1.686640e+07,-5.009759e+01
1.693293e+07,-5.005851e+01
1.699947e+07,-4.951212e+01
1.706600e+07,-5.075648e+01
1.713253e+07,-4.974416e+01
1.719907e+07,-4.976726e+01
1.726560e+07,-4.943427e+01
1.733213e+07,-4.943503e+01
1.739867e+07,-4.897390e+01
1.746520e+07,-4.916051e+01
1.753173e+07,-4.945757e+01
1.759827e+07,-4.960405e+01
1.766480e+07,-4.957660e+01
1.773133e+07,-4.898047e+01
1.779787e+07,-5.006035e+01
1.786440e+07,-4.991110e+01
1.793093e+07,-4.925804e+01
1.799747e+07,-4.925621e+01
1.806400e+07,-4.922056e+01
1.813053e+07,-4.939690e+01
1.819707e+07,-4.916956e+01
1.826360e+07,-4.928936e+01
1.833013e+07,-4.895830e+01
1.839667e+07,-4.928326e+01
1.846320e+07,-4.856184e+01
1.852973e+07,-4.963626e+01
1.859627e+07,-4.927534e+01
1.866280e+07,-4.902346e+01
1.872933e+07,-4.911434e+01
1.879587e+07,-4.904693e+01
1.886240e+07,-4.892044e+01
1.892893e+07,-4.876738e+01
1.899547e+07,-4.770452e+01
1.906200e+07,-4.874884e+01
1.912853e+07,-4.810452e+01
1.919507e+07,-4.811473e+01
1.926160e+07,-4.907446e+01
1.932813e+07,-4.851942e+01
1.939467e+07,-4.841828e+01
1.946120e+07,-4.803750e+01
1.952773e+07,-4.867254e+01
1.959427e+07,-4.859248e+01
1.966080e+07,-4.796513e+01
1.972733e+07,-4.866799e+01
1.979387e+07,-4.867859e+01
1.986040e+07,-4.767880e+01
1.992693e+07,-4.801174e+01
1.999347e+07,-4.803079e+01
2.006000e+07,-4.812013e+01
2.012653e+07,-4.825792e+01
2.019307e+07,-4.798554e+01
2.025960e+07,-4.715849e+01
2.032613e+07,-4.768877e+01
2.039267e+07,-4.763764e+01
2.045920e+07,-4.734671e+01
2.052573e+07,-4.801398e+01
2.059227e+07,-4.764018e+01
2.065880e+07,-4.750365e+01
2.072533e+07,-4.731604e+01
2.079187e+07,-4.777818e+01
2.085840e+07,-4.772783e+01
2.092493e+07,-4.705388e+01
2.099147e+07,-4.752723e+01
2.105800e+07,-4.814083e+01
2.112453e+07,-4.712349e+01
2.119107e+07,-4.749774e+01
2.125760e+07,-4.759419e+01
2.132413e+07,-4.697083e+01
2.139067e+07,-4.749037e+01
2.145720e+07,-4.684590e+01
2.152373e+07,-4.692697e+01
2.159027e+07,-4.725313e+01
2.165680e+07,-4.750466e+01
2.172333e+07,-4.728862e+01
2.178987e+07,-4.664782e+01
2.185640e+07,-4.684244e+01
2.192293e+07,-4.711444e+01
2.198947e+07,-4.672469e+01
2.205600e+07,-4.687255e+01
2.212253e+07,-4.728376e+01
2.218907e+07,-4.758442e+01
2.225560e+07,-4.669209e+01
2.232213e+07,-4.645234e+01
2.238867e+07,-4.778569e+01
2.245520e+07,-4.709665e+01
2.252173e+07,-4.640906e+01
2.258827e+07,-4.678390e+01
2.265480e+07,-4.707544e+01
2.272133e+07,-4.626142e+01
2.278787e+07,-4.571101e+01
2.285440e+07,-4.687652e+01
2.292093e+07,-4.643458e+01
2.298747e+07,-4.621442e+01
2.305400e+07,-4.604492e+01
2.312053e+07,-4.612102e+01
2.318707e+07,-4.623696e+01
2.325360e+07,-4.630348e+01
2.332013e+07,-4.629915e+01
2.338667e+07,-4.609800e+01
2.345320e+07,-4.608522e+01
2.351973e+07,-4.648502e+01
2.358627e+07,-4.606511e+01
2.365280e+07,-4.610644e+01
2.371933e+07,-4.647520e+01
2.378587e+07,-4.634041e+01
2.385240e+07,-4.609913e+01
2.391893e+07,-4.570645e+01
2.398547e+07,-4.593220e+01
2.405200e+07,-4.549557e+01
2.411853e+07,-4.570241e+01
2.418507e+07,-4.550912e+01
2.425160e+07,-4.590088e+01
2.431813e+07,-4.554889e+01
2.438467e+07,-4.607682e+01
2.445120e+07,-4.570984e+01
2.451773e+07,-4.561542e+01
2.458427e+07,-4.545838e+01
2.465080e+07,-4.532501e+01
2.471733e+07,-4.546961e+01
2.478387e+07,-4.547215e+01
2.485040e+07,-4.557962e+01
2.491693e+07,-4.537552e+01
2.498347e+07,-4.526346e+01
2.505000e+07,-4.509593e+01
2.511653e+07,-4.567295e+01
2.518307e+07,-4.593532e+01
2.524960e+07,-4.530234e+01
2.531613e+07,-4.507872e+01
2.538267e+07,-4.536236e+01
2.544920e+07,-4.499163e+01
2.551573e+07,-4.489211e+01
2.558227e+07,-4.539870e+01
2.564880e+07,-4.490654e+01
2.571533e+07,-4.500864e+01
2.578187e+07,-4.459179e+01
2.584840e+07,-4.488720e+01
2.591493e+07,-4.494417e+01
2.598147e+07,-4.474879e+01
2.604800e+07,-4.494523e+01
2.611453e+07,-4.501426e+01
2.618107e+07,-4.461464e+01
2.624760e+07,-4.495552e+01
2.631413e+07,-4.452111e+01
2.638067e+07,-4.503803e+01
2.644720e+07,-4.465579e+01
2.651373e+07,-4.458001e+01
2.658027e+07,-4.463344e+01
2.664680e+07,-4.414090e+01
2.671333e+07,-4.466395e+01
2.677987e+07,-4.440086e+01
2.684640e+07,-4.395966e+01
2.691293e+07,-4.435410e+01
2.697947e+07,-4.405331e+01
2.704600e+07,-4.439122e+01
2.711253e+07,-4.439745e+01
2.717907e+07,-4.402187e+01
2.724560e+07,-4.438834e+01
2.731213e+07,-4.440780e+01
2.737867e+07,-4.386709e+01
2.744520e+07,-4.405285e+01
2.751173e+07,-4.413871e+01
2.757827e+07,-4.438116e+01
2.764480e+07,-4.418303e+01
2.771133e+07,-4.399646e+01
2.777787e+07,-4.426168e+01
2.784440e+07,-4.395799e+01
2.791093e+07,-4.411988e+01
2.797747e+07,-4.353913e+01
2.804400e+07,-4.353323e+01
2.811053e+07,-4.375920e+01
2.817707e+07,-4.401110e+01
2.824360e+07,-4.375329e+01
2.831013e+07,-4.330135e+01
2.837667e+07,-4.324323e+01
2.844320e+07,-4.378592e+01
2.850973e+07,-4.360176e+01
2.857627e+07,-4.400518e+01
2.864280e+07,-4.321419e+01
2.870933e+07,-4.327296e+01
2.877587e+07,-4.330822e+01
2.884240e+07,-4.323042e+01
2.890893e+07,-4.359180e+01
2.897547e+07,-4.325787e+01
2.904200e+07,-4.364290e+01
2.910853e+07,-4.338102e+01
2.917507e+07,-4.320769e+01
2.924160e+07,-4.318953e+01
2.930813e+07,-4.341864e+01
2.937467e+07,-4.307299e+01
2.944120e+07,-4.312099e+01
2.950773e+07,-4.280103e+01
2.957427e+07,-4.288587e+01
2.964080e+07,-4.317045e+01
2.970733e+07,-4.314578e+01
2.977387e+07,-4.287073e+01
2.984040e+07,-4.289244e+01
2.990693e+07,-4.295703e+01
2.997347e+07,-4.272574e+01
3.004000e+07,-4.266954e+01
3.010653e+07,-4.294721e+01
3.017307e+07,-4.257770e+01
3.023960e+07,-4.301560e+01
3.030613e+07,-4.289369e+01
3.037267e+07,-4.251992e+01
3.043920e+07,-4.286123e+01
3.050573e+07,-4.276696e+01
3.057227e+07,-4.242629e+01
3.063880e+07,-4.237241e+01
3.070533e+07,-4.239828e+01
3.077187e+07,-4.279026e+01
3.083840e+07,-4.224915e+01
3.090493e+07,-4.243684e+01
3.097147e+07,-4.210732e+01
3.103800e+07,-4.215823e+01
3.110453e+07,-4.231588e+01
3.117107e+07,-4.231880e+01
3.123760e+07,-4.219068e+01
3.130413e+07,-4.225980e+01
3.137067e+07,-4.235600e+01
3.143720e+07,-4.197360e+01
3.150373e+07,-4.159105e+01
3.157027e+07,-4.202353e+01
3.163680e+07,-4.230175e+01
3.170333e+07,-4.188978e+01
3.176987e+07,-4.209317e+01
3.183640e+07,-4.200100e+01
3.190293e+07,-4.190608e+01
3.196947e+07,-4.188025e+01
3.203600e+07,-4.200171e+01
3.210253e+07,-4.172564e+01
3.216907e+07,-4.177504e+01
3.223560e+07,-4.171334e+01
3.230213e+07,-4.209229e+01
3.236867e+07,-4.149052e+01
3.243520e+07,-4.149922e+01
3.250173e+07,-4.153018e+01
3.256827e+07,-4.185848e+01
3.263480e+07,-4.155213e+01
3.270133e+07,-4.170847e+01
3.276787e+07,-4.139776e+01
3.283440e+07,-4.170430e+01
3.290093e+07,-4.130634e+01
3.296747e+07,-4.155371e+01
3.303400e+07,-4.151929e+01
3.310053e+07,-4.164284e+01
3.316707e+07,-4.147503e+01
3.323360e+07,-4.124305e+01
3.330013e+07,-4.120605e+01
3.336667e+07,-4.111776e+01
3.343320e+07,-4.149406e+01
3.349973e+07,-4.139455e+01
3.356627e+07,-4.145690e+01
3.363280e+07,-4.110825e+01
3.369933e+07,-4.119743e+01
3.376587e+07,-4.112177e+01
3.383240e+07,-4.126430e+01
3.389893e+07,-4.116960e+01
3.396547e+07,-4.119082e+01
3.403200e+07,-4.116150e+01
3.409853e+07,-4.098144e+01
3.416507e+07,-4.123438e+01
3.423160e+07,-4.089195e+01
3.429813e+07,-4.106949e+01
3.436467e+07,-4.104463e+01
3.443120e+07,-4.074336e+01
3.449773e+07,-4.088323e+01
3.456427e+07,-4.097307e+01
3.463080e+07,-4.065768e+01
3.469733e+07,-4.069282e+01
3.476387e+07,-4.087162e+01
3.483040e+07,-4.074101e+01
3.489693e+07,-4.103155e+01
3.496347e+07,-4.081733e+01
3.503000e+07,-4.065351e+01
3.509653e+07,-4.085131e+01
3.516307e+07,-4.065644e+01
3.522960e+07,-4.069043e+01
3.529613e+07,-4.057251e+01
3.536267e+07,-4.060262e+01
3.542920e+07,-4.032871e+01
3.549573e+07,-4.055556e+01
3.556227e+07,-4.056372e+01
3.562880e+07,-4.021044e+01
3.569533e+07,-4.071664e+01
3.576187e+07,-4.028607e+01
3.582840e+07,-4.047745e+01
3.589493e+07,-4.023809e+01
3.596147e+07,-4.030369e+01
3.602800e+07,-4.023495e+01
3.609453e+07,-4.039108e+01
3.616107e+07,-4.042742e+01
3.622760e+07,-4.013672e+01
3.629413e+07,-4.054428e+01
3.636067e+07,-4.029091e+01
3.642720e+07,-4.018936e+01
3.649373e+07,-4.004214e+01
3.656027e+07,-3.994948e+01
3.662680e+07,-4.026829e+01
3.669333e+07,-3.990758e+01
3.675987e+07,-4.003328e+01
3.682640e+07,-4.014159e+01
3.689293e+07,-4.015541e+01
3.695947e+07,-3.970510e+01
3.702600e+07,-3.984820e+01
3.709253e+07,-3.976904e+01
3.715907e+07,-3.969044e+01
3.722560e+07,-3.965284e+01
3.729213e+07,-3.983892e+01
3.735867e+07,-3.987689e+01
3.742520e+07,-3.974772e+01
3.749173e+07,-3.970923e+01
3.755827e+07,-3.968132e+01
3.762480e+07,-3.975753e+01
3.769133e+07,-3.950882e+01
3.775787e+07,-3.956013e+01
3.782440e+07,-3.976493e+01
3.789093e+07,-3.965917e+01
3.795747e+07,-3.947611e+01
3.802400e+07,-3.951311e+01
3.809053e+07,-3.952557e+01
3.815707e+07,-3.943639e+01
3.822360e+07,-3.940705e+01
3.829013e+07,-3.950263e+01
3.835667e+07,-3.934003e+01
3.842320e+07,-3.957448e+01
3.848973e+07,-3.948349e+01
3.855627e+07,-3.980342e+01
3.862280e+07,-3.927711e+01
3.868933e+07,-3.952671e+01
3.875587e+07,-3.916388e+01
3.882240e+07,-3.914124e+01
3.888893e+07,-3.943717e+01
3.895547e+07,-3.891598e+01
3.902200e+07,-3.933843e+01
3.908853e+07,-3.915710e+01
3.915507e+07,-3.922178e+01
3.922160e+07,-3.890413e+01
3.928813e+07,-3.905300e+01
3.935467e+07,-3.910998e+01
3.942120e+07,-3.900851e+01
3.948773e+07,-3.889912e+01
3.955427e+07,-3.881944e+01
3.962080e+07,-3.894849e+01
3.968733e+07,-3.876882e+01
3.975387e+07,-3.891642e+01
3.982040e+07,-3.867140e+01
3.988693e+07,-3.887924e+01
3.995347e+07,-3.889079e+01
4.002000e+07,-3.884894e+01
4.008653e+07,-3.883479e+01
4.015307e+07,-3.872525e+01
4.021960e+07,-3.846652e+01
4.028613e+07,-3.865006e+01
4.035267e+07,-3.876607e+01
4.041920e+07,-3.871911e+01
4.048573e+07,-3.875422e+01
4.055227e+07,-3.863885e+01
4.061880e+07,-3.863913e+01
4.068533e+07,-3.876939e+01
4.075187e+07,-3.867898e+01
4.081840e+07,-3.859639e+01
4.088493e+07,-3.846382e+01
4.095147e+07,-3.851277e+01
4.101800e+07,-3.857409e+01
4.108453e+07,-3.850339e+01
4.115107e+07,-3.830567e+01
4.121760e+07,-3.838277e+01
4.128413e+07,-3.830308e+01
4.135067e+07,-3.827244e+01
4.141720e+07,-3.833597e+01
4.148373e+07,-3.812855e+01
4.155027e+07,-3.845323e+01
4.161680e+07,-3.828318e+01
4.168333e+07,-3.820964e+01
4.174987e+07,-3.814221e+01
4.181640e+07,-3.826449e+01
4.188293e+07,-3.822865e+01
4.194947e+07,-3.806825e+01
4.201600e+07,-3.821772e+01
4.208253e+07,-3.816620e+01
4.214907e+07,-3.814699e+01
4.221560e+07,-3.808147e+01
4.228213e+07,-3.791864e+01
4.234867e+07,-3.794721e+01
4.241520e+07,-3.798726e+01
4.248173e+07,-3.792849e+01
4.254827e+07,-3.799125e+01
4.261480e+07,-3.789694e+01
4.268133e+07,-3.816039e+01
4.274787e+07,-3.783033e+01
4.281440e+07,-3.793159e+01
4.288093e+07,-3.777512e+01
4.294747e+07,-3.769757e+01
4.301400e+07,-3.782198e+01
4.308053e+07,-3.770427e+01
4.314707e+07,-3.766007e+01
4.321360e+07,-3.778053e+01
4.328013e+07,-3.775993e+01
4.334667e+07,-3.780215e+01
4.341320e+07,-3.784358e+01
4.347973e+07,-3.767178e+01
4.354627e+07,-3.748943e+01
4.361280e+07,-3.777855e+01
4.367933e+07,-3.744156e+01
4.374587e+07,-3.771724e+01
4.381240e+07,-3.776121e+01
4.387893e+07,-3.762843e+01
4.394547e+07,-3.751701e+01
4.401200e+07,-3.747777e+01
4.407853e+07,-3.759237e+01
4.414507e+07,-3.756808e+01
4.421160e+07,-3.743955e+01
4.427813e+07,-3.757448e+01
4.434467e+07,-3.728080e+01
4.441120e+07,-3.756195e+01
4.447773e+07,-3.717720e+01
4.454427e+07,-3.735944e+01
4.461080e+07,-3.744217e+01
4.467733e+07,-3.734555e+01
4.474387e+07,-3.727439e+01
4.481040e+07,-3.740722e+01
4.487693e+07,-3.732490e+01
4.494347e+07,-3.718587e+01
4.501000e+07,-3.707942e+01
4.507653e+07,-3.722411e+01
4.514307e+07,-3.717820e+01
4.520960e+07,-3.699102e+01
4.527613e+07,-3.716152e+01
4.534267e+07,-3.701892e+01
4.540920e+07,-3.711254e+01
4.547573e+07,-3.712144e+01
4.554227e+07,-3.706885e+01
4.560880e+07,-3.731361e+01
4.567533e+07,-3.700476e+01
4.574187e+07,-3.701853e+01
4.580840e+07,-3.693226e+01
4.587493e+07,-3.710694e+01
4.594147e+07,-3.698323e+01
4.600800e+07,-3.689374e+01
4.607453e+07,-3.691110e+01
4.614107e+07,-3.697324e+01
4.620760e+07,-3.661375e+01
4.627413e+07,-3.694686e+01
4.634067e+07,-3.680836e+01
4.640720e+07,-3.673507e+01
4.647373e+07,-3.677071e+01
4.654027e+07,-3.689516e+01
4.660680e+07,-3.679076e+01
4.667333e+07,-3.651191e+01
4.673987e+07,-3.676811e+01
4.680640e+07,-3.678727e+01
4.687293e+07,-3.661467e+01
4.693947e+07,-3.669234e+01
4.700600e+07,-3.664156e+01
4.707253e+07,-3.652934e+01
4.713907e+07,-3.665492e+01
4.720560e+07,-3.664837e+01
4.727213e+07,-3.646567e+01
4.733867e+07,-3.662508e+01
4.740520e+07,-3.648516e+01
4.747173e+07,-3.653023e+01
4.753827e+07,-3.642569e+01
4.760480e+07,-3.646982e+01
4.767133e+07,-3.638047e+01
4.773787e+07,-3.627039e+01
4.780440e+07,-3.647843e+01
4.787093e+07,-3.640745e+01
4.793747e+07,-3.633556e+01
4.800400e+07,-3.644641e+01
4.807053e+07,-3.631754e+01
4.813707e+07,-3.629936e+01
4.820360e+07,-3.640770e+01
4.827013e+07,-3.635140e+01
4.833667e+07,-3.632154e+01
4.840320e+07,-3.626810e+01
4.846973e+07,-3.621104e+01
4.853627e+07,-3.632859e+01
4.860280e+07,-3.637206e+01
4.866933e+07,-3.625166e+01
4.873587e+07,-3.637793e+01
4.880240e+07,-3.606449e+01
4.886893e+07,-3.619245e+01
4.893547e+07,-3.618281e+01
4.900200e+07,-3.615805e+01
4.906853e+07,-3.623475e+01
4.913507e+07,-3.616379e+01
4.920160e+07,-3.604546e+01
4.926813e+07,-3.596069e+01
4.933467e+07,-3.597477e+01
4.940120e+07,-3.597066e+01
4.946773e+07,-3.591337e+01
4.953427e+07,-3.600208e+01
4.960080e+07,-3.589599e+01
4.966733e+07,-3.594271e+01
4.973387e+07,-3.587598e+01
4.980040e+07,-3.585327e+01
4.986693e+07,-3.596709e+01
4.993347e+07,-3.595632e+01
5.000000e+07,-3.582987e+01
